age,gender,security_no,region_category,joining_date,joined_through_referral,referral_id,preferred_offer_types,medium_of_operation,internet_option,last_visit_time,days_since_last_login,avg_session_duration,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn,plan_tier,logins_90d,active_days_90d,api_calls_90d,session_minutes_90d,days_since_active,email,phone_number
17,M,Y2PJ70L,,28-12-2016,Yes,CID52970,Credit/Debit Card Offers,Desktop,Wi-Fi,13:52:30,12,30.12,15027.14,12,,No,Yes,No,Not Applicable,No reason specified,1,Basic,12,11,363,277.86,5,mayathomas49994@yahoo.com,0858126042
23,F,JAWMYHN,Town,04-08-2016,Yes,CID3210,Without Offers,Desktop,Wi-Fi,10:53:56,21,727.69,4919.72,13,758.83,Yes,Yes,No,Not Applicable,Too many ads,0,Pro,29,22,2946,742.91,5,megasantoso50320@yahoo.com,08950564561
42,F,V8LT71V,City,23-06-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Both,Fiber_Optic,12:35:00,3,419.51,14661.42,Error,404.4897584,No,Yes,Yes,Solved in Follow-up,No reason specified,1,Basic,21,20,376,790.39,3,indahwulandari54130@gmail.com,08132090354
59,M,OOEQJ9E,Village,01-09-2015,Yes,CID45337,Without Offers,Both,Mobile_Data,0:41:03,8,899.04,49614.88,23,758.69,Yes,No,No,Not Applicable,Poor Website,0,Pro,36,29,1648,680.19,4,nitawijaya26452@yahoo.com,0853093299
18,M,WXJCO6L,Town,22-12-2015,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,5:19:35,11,293.42,2521.3,Error,964.8409708,Yes,No,Yes,No Information Available,Poor Customer Service,1,Basic,19,17,452,306.58,8,rudikurniawan29879@gmail.com,08782901544
23,M,XDANU0N,City,21-06-2015,Yes,CID44094,Credit/Debit Card Offers,Desktop,Wi-Fi,7:05:14,10,934.3542198,11955.94,24,630.8,No,Yes,Yes,Unsolved,Poor Customer Service,1,Pro,30,26,1156,823.87,6,putrismith65963@gmail.com,088118088363
52,F,0B93V8I,City,13-11-2017,Yes,CID60201,Credit/Debit Card Offers,Smartphone,Mobile_Data,20:27:36,4,826.51,14877.24,25,522.61,Yes,No,No,Not Applicable,Poor Customer Service,1,Basic,13,10,393,439.53,5,fajarsetiawan50102@yahoo.com,08115640748
49,F,80X3LBS,Town,02-09-2016,Yes,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,16:09:53,21,115.41,41156.81,27,741.02,No,Yes,No,Not Applicable,Poor Customer Service,0,Enterprise,25,21,11632,387.8,5,nandawahyudi96780@yahoo.com,0895174170
30,M,WX9FMKD,,14-05-2017,No,xxxxxxxx,Gift Vouchers/Coupons,?,Wi-Fi,1:07:51,7,481.45,4207.45,28,776.36,Yes,Yes,No,Not Applicable,Poor Customer Service,0,Enterprise,41,32,6597,809.74,0,annanugroho22632@gmail.com,0822154101234
31,F,FXTLHJO,Town,18-08-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,10:40:33,14,148.95,2364.45,Error,634.51,No,Yes,No,Not Applicable,Too many ads,1,Basic,13,13,220,297.2,15,yogawati56418@yahoo.com,085784615574
27,M,1Q644S2,City,23-10-2016,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,19:13:01,21,357.45,29825.45,9,665.63,No,Yes,Yes,Solved,Poor Website,1,Pro,26,20,1660,357.54,4,jamespertiwi2839@yahoo.com,08133857518
56,M,DEN5T45,City,24-04-2016,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,2:55:41,21,1386.232857,9454.17,19,778.27,Yes,No,No,Not Applicable,Too many ads,0,Pro,29,26,3186,643.4,0,yunisari33775@gmail.com,08819857040
11,M,HO7SVW2,,24-08-2016,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,10:45:18,15,96.14,11995.93,19,207.169769,Yes,No,No,Not Applicable,Poor Customer Service,1,Pro,22,21,2651,474.45,0,kevinsyahputra39395@yahoo.com,089654810842
31,F,8AWVLE2,Town,13-04-2017,No,xxxxxxxx,Credit/Debit Card Offers,Both,Wi-Fi,18:41:44,10,428.05,6325.08,28,80.09369313,No,Yes,No,Not Applicable,Poor Product Quality,1,Pro,25,24,1917,536.21,1,annawulandari59158@yahoo.com,0877158053
29,M,VLT3N4A,Town,07-05-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,10:59:38,14,42.48,16098.94,21,766.85,Yes,No,Yes,Solved,Poor Website,0,Enterprise,35,31,9737,790.03,2,peteranderson74593@gmail.com,0895920967375
31,F,W20NHNO,City,20-04-2016,Yes,CID42557,Without Offers,Smartphone,Wi-Fi,10:24:44,24,33.91,23226.43,7,762.48,No,Yes,Yes,Solved,Poor Customer Service,0,Pro,18,18,3216,393.9,4,ekopurnama66632@yahoo.com,0812403777
11,F,PB5J0JP,Town,10-03-2015,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,12:23:20,8,1060.527979,10990.31,16,271.7143813,Yes,No,No,Not Applicable,Poor Product Quality,1,Basic,15,15,431,278.23,4,laurahandayani96755@gmail.com,0895682489686
14,M,0ISW03K,Town,19-07-2017,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,15:34:53,-999,1156.431904,32302.27,24,520.33,No,Yes,No,Not Applicable,Poor Customer Service,1,Basic,17,15,395,441.28,7,ekokusuma67039@gmail.com,0858678185
26,M,ELWT1XG,City,14-11-2017,Yes,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,9:43:15,7,187.91,17002.23,11,700.11,No,Yes,No,Not Applicable,Too many ads,0,Pro,34,30,2095,695.08,4,dwipratama40291@gmail.com,08223339469
62,M,TS6F948,,09-01-2016,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,4:35:00,10,284.09,48305.86,Error,730.05,No,Yes,No,Not Applicable,Poor Website,0,Enterprise,64,43,14405,1811.53,3,citramoore19285@yahoo.com,08127410450
51,M,LOSAGM2,Village,22-09-2017,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,16:51:53,3,-494.0838771,40667.27,19,809.83,Yes,No,No,Not Applicable,Reasonable Price,0,Enterprise,29,25,6773,375.99,0,andikartika18172@gmail.com,0878600708074
43,F,DTMKCNR,Village,12-12-2016,Yes,CID9864,Credit/Debit Card Offers,Smartphone,Fiber_Optic,20:43:54,20,-771.4156089,16186.76,8,633.22,Yes,No,No,Not Applicable,Poor Customer Service,1,Pro,21,18,1809,392.7,5,dimasanggraini6308@gmail.com,0811714336
23,M,ZS5JITE,Town,17-03-2016,?,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,12:10:42,12,109.76,46102.66,8,783.03,Yes,No,No,Not Applicable,Poor Product Quality,0,Pro,32,27,1682,834.75,3,lisafirmansyah81832@yahoo.com,08581887101
57,M,CZKAGUY,Town,30-08-2015,Yes,CID11739,Gift Vouchers/Coupons,Desktop,Wi-Fi,12:52:22,-999,56.63,10171.97,23,757.61,Yes,No,Yes,Solved in Follow-up,No reason specified,0,Pro,20,19,2910,287.93,1,ninalestari56330@yahoo.com,0858154855
17,M,F0CC3JK,,12-11-2015,Yes,CID27651,Gift Vouchers/Coupons,Smartphone,Wi-Fi,22:48:57,21,81.15,46109.6,17,270.467656,Yes,No,No,Not Applicable,No reason specified,1,Pro,22,19,2186,520.54,2,indahnovita1740@yahoo.com,087742149470
42,M,MWN21KT,City,08-06-2015,Yes,CID36216,Credit/Debit Card Offers,Smartphone,Wi-Fi,16:48:16,10,1195.732666,31504.62,10,1207.253729,Yes,No,No,Not Applicable,Poor Customer Service,0,Enterprise,34,31,12419,579.95,1,nitawilliams31771@yahoo.com,0857051040
21,F,CUNJTNM,City,11-03-2016,No,xxxxxxxx,Credit/Debit Card Offers,?,Mobile_Data,8:26:10,7,99.95,22865.42,21,,No,Yes,No,Not Applicable,No reason specified,0,Pro,14,14,2304,176.66,5,johnmartin37104@gmail.com,0852805364081
46,M,0PSMM0P,Village,16-03-2017,Yes,CID31973,Credit/Debit Card Offers,Smartphone,Fiber_Optic,21:40:49,21,287.39,44809.68,27,629.6,No,Yes,No,Not Applicable,Poor Product Quality,1,Basic,15,14,385,329.49,6,andiutama99943@yahoo.com,0878827133760
41,M,P11WJYU,,25-11-2016,Yes,CID29256,Gift Vouchers/Coupons,Desktop,Fiber_Optic,16:58:58,-999,892.02,36394.44,26,630.98,Yes,Yes,Yes,Unsolved,Poor Website,1,Pro,24,21,3499,373.11,1,budisantoso11549@gmail.com,085762549113
61,M,YL8KDU2,City,31-05-2017,?,CID24876,Gift Vouchers/Coupons,Smartphone,Mobile_Data,16:22:43,7,115.29,13019.31,14,164.0703482,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,1,Basic,8,8,380,140.8,15,ratnahidayat12650@yahoo.com,088178475514
15,F,JD1FCAD,City,04-08-2015,?,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,8:50:18,5,185.05,43833.54,15,743.57,No,Yes,No,Not Applicable,Poor Product Quality,0,Enterprise,33,28,11004,636.48,1,arisaputra50657@yahoo.com,0882877357899
56,M,CX2RD4O,,08-07-2016,Yes,CID59245,Credit/Debit Card Offers,Desktop,Mobile_Data,14:23:57,16,30.16,33886.44,5,670.11,No,Yes,No,Not Applicable,Poor Customer Service,1,Pro,29,24,3121,732.99,0,emmapratama30077@gmail.com,0822432360
35,M,OFQV4L9,City,26-03-2015,No,xxxxxxxx,Without Offers,Both,Fiber_Optic,23:40:39,17,219.13,70247.76,3,1293.169381,Yes,Yes,No,Not Applicable,User Friendly Website,0,Pro,31,25,2063,625.6,5,haripratama88646@gmail.com,0853547262652
57,M,J1ERM77,Town,13-01-2015,Yes,CID33756,Credit/Debit Card Offers,Smartphone,Wi-Fi,17:11:02,8,400.35,30248.45,9,660.25,No,Yes,Yes,Unsolved,Poor Customer Service,1,Basic,15,15,399,339.96,13,ranibrown55620@gmail.com,0822264417095
64,M,T8VRII9,Town,16-03-2015,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,20:56:30,20,49.24,39981.97,12,648.6,Yes,No,Yes,Solved,Too many ads,1,Basic,10,8,532,142.66,32,sitiramadhan90822@yahoo.com,089509770932
21,M,5B2CFVS,Town,28-02-2017,Yes,CID47291,Credit/Debit Card Offers,Smartphone,Mobile_Data,11:52:02,16,590.85,21919.13,14,610.24,Yes,No,Yes,Solved,Poor Product Quality,1,Basic,12,11,281,225.37,21,wulankusuma25467@yahoo.com,0853120132957
53,F,5MTFUGX,Town,27-01-2017,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,16:36:42,22,1142.148835,34918.7,6,699.08,Yes,No,Yes,Solved in Follow-up,Poor Website,1,Pro,28,20,1304,718.13,1,jamessaputra3181@yahoo.com,08829770112
26,M,R59QOZQ,Village,26-06-2017,Yes,CID37189,Credit/Debit Card Offers,Desktop,Mobile_Data,19:47:41,16,138.33,8025.77,29,1016.785713,Yes,No,No,Not Applicable,Poor Customer Service,1,Basic,17,16,331,474.14,0,laurasari74599@gmail.com,088242283241
61,M,B64YF5C,Town,08-01-2016,Yes,CID22912,Credit/Debit Card Offers,Smartphone,Mobile_Data,23:11:54,7,516.46,45544.33,29,780.96,No,Yes,Yes,Unsolved,Too many ads,0,Pro,27,25,1955,557.5,3,ninalopez55066@yahoo.com,089511059724
30,M,P5QCZFI,Town,28-04-2015,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,1:15:19,19,211.19,2554.48,10,622.45,Yes,Yes,Yes,Solved,Poor Website,1,Basic,6,6,485,130.18,11,ayupertiwi49338@gmail.com,08780114797
38,M,L087S2R,Town,13-08-2015,Yes,CID12636,Gift Vouchers/Coupons,Desktop,Fiber_Optic,0:12:11,19,942.84,49037.16,6,,No,Yes,No,Not Applicable,No reason specified,0,Pro,34,29,1959,962.58,6,dwiwibowo58073@gmail.com,0811801710
35,F,LO2YYBQ,City,24-06-2015,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,22:58:40,10,267.45,32922.76,8,701.45,No,Yes,No,Not Applicable,No reason specified,1,Pro,28,21,2057,651.26,0,indahanggraini78434@yahoo.com,0895887181203
61,F,863177F,,17-07-2017,Yes,CID48064,Gift Vouchers/Coupons,Desktop,Wi-Fi,20:14:13,22,34.37,3862.41,10,602.86,No,Yes,No,Not Applicable,Too many ads,1,Basic,13,12,265,180.25,10,mariamoore47551@yahoo.com,085310500539
53,M,O7ATCTM,City,05-05-2017,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,1:28:39,19,213.34,8860.9,6,671.74,Yes,No,Yes,Solved,Poor Website,1,Pro,28,25,1675,595.78,0,megafauzi22104@gmail.com,0896842678
55,M,ZW66T5M,Town,26-11-2017,No,xxxxxxxx,Credit/Debit Card Offers,?,Wi-Fi,5:31:13,23,50.48,8944.54,25,626.96,Yes,No,Yes,Unsolved,Poor Customer Service,1,Basic,10,10,279,211.05,1,sariutama86604@gmail.com,08133223191
23,M,8IEHQ76,City,30-01-2016,Yes,CID59483,Credit/Debit Card Offers,Smartphone,Wi-Fi,6:40:31,13,1044.243494,26060.01,22,684.88,Yes,No,Yes,Solved,Poor Website,1,Basic,9,9,377,100.17,21,yogasaputra96971@gmail.com,0858912472
11,M,KYOLWFX,Town,23-04-2015,Yes,CID26778,Gift Vouchers/Coupons,Both,Mobile_Data,14:01:27,-999,628.79,33199.52,22,777.94,Yes,No,Yes,No Information Available,Poor Customer Service,0,Enterprise,43,35,9730,911.06,0,yunimartin90976@gmail.com,0821387065
22,M,6RZ86VW,Town,07-10-2017,No,xxxxxxxx,Gift Vouchers/Coupons,?,Mobile_Data,18:14:11,17,56.58,41050.72,15,,Yes,No,Yes,Solved,Poor Website,1,Basic,16,15,311,437.15,0,emmaanggraini76867@yahoo.com,082104996100
37,M,DS0I1ZT,Village,04-02-2015,Yes,CID62069,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,4:23:34,11,172.07,23587.32,28,326.1310709,Yes,No,No,Not Applicable,Poor Website,1,Pro,20,20,1621,466.68,0,ekomartin48599@yahoo.com,085266150471
31,M,7YMU3HJ,,15-03-2016,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,12:35:34,6,44.99,3087.16,8,750.95,Yes,No,No,Not Applicable,No reason specified,0,Enterprise,45,36,9025,1150.65,4,jokokurnia2458@gmail.com,0896723044261
20,M,2Y95NFP,City,22-12-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,3:36:18,11,144.33,54420.14,5,,No,Yes,No,Not Applicable,User Friendly Website,0,Enterprise,31,28,7936,623.47,5,dwimelati58196@yahoo.com,088246160893
53,M,MQXM7MW,City,02-09-2017,Yes,CID12326,Without Offers,Both,Fiber_Optic,15:00:27,7,787.74,20129.88,12,,Yes,No,Yes,Solved in Follow-up,Quality Customer Care,0,Enterprise,37,29,11187,985.24,1,sintawilliams61012@gmail.com,0813095810534
38,F,HZZ26WT,City,24-05-2017,?,CID32492,Gift Vouchers/Coupons,?,Fiber_Optic,17:28:17,26,30.49,37139.89,20,627.26,Yes,No,No,Not Applicable,Poor Customer Service,1,Basic,17,16,437,472.81,6,robertwilson64228@yahoo.com,0822441675034
59,F,YOLS46C,City,31-08-2016,No,xxxxxxxx,Without Offers,Both,Wi-Fi,22:42:13,8,400.21,33996.1,38.47159929,697.6,Yes,Yes,No,Not Applicable,Poor Product Quality,1,Basic,7,6,419,147.52,2,andidavis47691@gmail.com,0895591114
50,F,ZO5BVM3,Town,26-02-2016,Yes,CID34703,Credit/Debit Card Offers,Smartphone,Fiber_Optic,23:53:44,13,103.36,39610.89,10,653.12,Yes,No,Yes,Solved,Poor Customer Service,1,Pro,18,13,2699,274.38,14,budipratama95297@gmail.com,081141002626
64,F,P7KUU1A,City,30-03-2015,?,CID50206,Credit/Debit Card Offers,Smartphone,Mobile_Data,17:06:32,8,58.15,27995.24,18,,Yes,No,No,Not Applicable,Poor Product Quality,0,Pro,26,21,2097,595.01,1,sarikusuma4765@yahoo.com,0895342357031
27,F,V73DPK8,Town,27-03-2017,Yes,CID61603,Credit/Debit Card Offers,Smartphone,Wi-Fi,10:13:02,10,862.2,35895.98,21,,No,Yes,No,Not Applicable,No reason specified,1,Pro,19,17,1834,344.38,5,wulanwulandari91895@yahoo.com,085272744478
12,F,UBUMA9S,Town,07-10-2017,?,CID12643,Without Offers,Desktop,Wi-Fi,10:55:48,9,412.22,1313.11,18,733.13,Yes,Yes,No,Not Applicable,Products always in Stock,0,Pro,26,21,3447,677.52,2,yogamartinez72815@gmail.com,0822500990302
29,F,4H6GWTF,Village,04-01-2016,Yes,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,18:36:07,19,222.69,18297.21,2,774.47,No,Yes,Yes,No Information Available,Products always in Stock,0,Enterprise,24,22,8766,258.63,1,sarijones35592@yahoo.com,0811503971
39,F,HHJDXST,City,27-09-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,3:57:34,16,283.85,3888.65,18,959.92041,Yes,No,No,Not Applicable,Products always in Stock,0,Pro,35,32,1771,907.26,3,haribrown42623@gmail.com,0812188267
37,F,FETPOEF,City,21-05-2017,?,CID60244,Credit/Debit Card Offers,Desktop,Fiber_Optic,15:51:05,17,136.19,6965.48,5,1181.873763,Yes,No,No,Not Applicable,Too many ads,0,Enterprise,27,24,13808,331.7,0,dwiwibowo29765@yahoo.com,0882130246
37,F,C6JR6MZ,Town,09-02-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,9:50:46,5,32.29,63097.55,-12.71431053,780.09,No,Yes,No,Not Applicable,User Friendly Website,0,Pro,34,29,1744,641.83,8,jamessyahputra73310@gmail.com,082258026006
21,M,37UOC7C,Town,01-07-2015,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,10:40:52,12,145.45,48500.63,11,727.97,No,Yes,Yes,Solved,Poor Customer Service,0,Pro,14,13,1554,168.91,8,chrisjones47705@yahoo.com,0813783761
64,F,HSKJR4V,Town,26-09-2017,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,21:30:56,10,313.84,23211.35,15,573.16,Yes,No,No,Not Applicable,Poor Product Quality,1,Basic,23,22,314,689.79,1,lisahidayat50571@yahoo.com,087859174057
56,F,ZUA3VGF,Town,03-02-2016,?,CID5182,Without Offers,Smartphone,Wi-Fi,15:52:11,11,254.72,28425.26,11,789.3,Yes,Yes,No,Not Applicable,No reason specified,0,Pro,28,24,1478,669.31,2,dianrodriguez71254@yahoo.com,0895242326
37,F,4WL24BT,Town,21-07-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,3:50:58,9,206.56,13037.39,13,616.68,Yes,No,Yes,Solved in Follow-up,Too many ads,1,Basic,13,13,322,286.52,12,ranifauzi16421@gmail.com,08527846264
55,M,2DJSDW1,Town,07-10-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,5:53:40,21,51.75,27564.76,24,660.59,No,Yes,No,Not Applicable,Too many ads,1,Basic,18,17,275,371.47,5,jokopratama69557@gmail.com,0896635240
18,M,BXLJS7C,City,10-05-2016,Yes,CID15710,Without Offers,Smartphone,Fiber_Optic,3:33:17,10,117.9,49537.82,7,528.08,Yes,No,Yes,Solved,Poor Product Quality,1,Basic,14,14,332,231.55,6,kemalrahayu73935@yahoo.com,0881975119
27,F,00JB6QS,,27-09-2017,?,CID26757,Gift Vouchers/Coupons,?,Mobile_Data,3:23:24,2,484.45,83453.57,14,788.97,No,Yes,Yes,Unsolved,Reasonable Price,0,Pro,33,24,1194,459.34,0,chrisdavis77417@yahoo.com,081163185624
57,M,IZYZD2D,Town,26-10-2017,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,4:12:57,6,32.89,16340.59,-1.590067118,,Yes,No,Yes,Solved in Follow-up,Poor Website,0,Enterprise,42,34,7659,831.79,0,mayaastuti34044@yahoo.com,08815684134
48,F,3GUQMUN,City,23-09-2017,Yes,CID3745,Credit/Debit Card Offers,Desktop,Mobile_Data,0:35:46,15,77.18,49448.05,5,605.23,No,Yes,Yes,No Information Available,Poor Product Quality,1,Basic,14,14,251,319.67,2,hendramiller8476@gmail.com,0853071304
54,M,9RXEBI1,Town,24-07-2016,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,18:00:30,8,60.77,45095.33,1.234738899,692.59,Yes,No,No,Not Applicable,Poor Product Quality,1,Basic,12,12,264,254.47,4,rudisyahputra48788@gmail.com,0812711467
52,F,ZJAXMWS,Village,31-12-2017,No,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,8:42:23,15,197.85,42084.72,18,710.7,No,Yes,No,Not Applicable,Poor Customer Service,0,Pro,19,17,1496,421.71,1,aguspertiwi17868@gmail.com,0895269982
33,F,55D8U27,Town,20-09-2017,Yes,CID25657,Without Offers,Both,Mobile_Data,5:44:42,11,502.4,4714.82,24,472.8025704,Yes,No,No,Not Applicable,Poor Website,0,Enterprise,37,30,8360,886.78,0,aritaylor10036@gmail.com,08579442995
35,M,MOXO4A8,Town,05-03-2017,Yes,CID3266,Credit/Debit Card Offers,Smartphone,Fiber_Optic,2:47:53,6,33.96,6175.77,22,545.14,Yes,No,No,Not Applicable,Poor Product Quality,1,Basic,13,12,229,233.0,22,jokogunawan84447@yahoo.com,0881721188
42,M,VSSM0UP,City,06-10-2015,?,CID1047,Without Offers,Both,Mobile_Data,6:27:36,13,617.09,33226.66,17,1053.420685,Yes,Yes,Yes,No Information Available,Poor Product Quality,0,Enterprise,50,40,12312,1097.36,0,juliahandayani65400@yahoo.com,0822611024
39,F,OF3LNL7,City,27-10-2017,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,20:50:56,9,34.93,42965.53,29,630.68,No,Yes,Yes,Solved,Poor Product Quality,1,Pro,21,17,1892,412.65,5,nitadavis98716@gmail.com,0852196878
50,F,YH9ZYFL,City,15-06-2016,Yes,CID2751,Without Offers,Desktop,Fiber_Optic,14:22:39,20,198.19,20710.0,10,,No,Yes,Yes,Unsolved,Poor Product Quality,1,Pro,29,23,1688,719.57,4,michaelputri43047@gmail.com,08819658082
29,M,0B5WG72,City,08-01-2015,Yes,CID38291,Gift Vouchers/Coupons,Desktop,Wi-Fi,22:58:44,11,317.25,17951.87,17,753.97,No,Yes,No,Not Applicable,Poor Customer Service,0,Enterprise,48,39,9003,981.55,0,budigarcia44092@gmail.com,089638361205
47,M,I2HH3YZ,Town,05-01-2017,Yes,CID19961,Credit/Debit Card Offers,?,Fiber_Optic,7:26:31,5,876.87,41927.46,17,636.3,Yes,No,Yes,Solved in Follow-up,Poor Website,0,Basic,14,11,271,369.2,10,tariramadhan80101@gmail.com,0882368663
16,F,G1AHQST,City,30-04-2017,No,xxxxxxxx,Gift Vouchers/Coupons,?,Wi-Fi,22:54:48,8,133.36,21896.63,13,644.25,Yes,No,No,Not Applicable,No reason specified,1,Pro,14,13,1602,305.2,9,fajargarcia61118@gmail.com,0852017649391
48,M,NUQM3QR,,28-12-2015,Yes,CID3699,Without Offers,?,Fiber_Optic,6:44:05,8,522.81,27264.0,11,556.79,Yes,Yes,Yes,Solved in Follow-up,Poor Website,1,Basic,20,18,436,479.64,5,jokopertiwi70378@gmail.com,085772361168
14,F,QK05KFG,City,19-12-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,18:22:33,10,33.34,46392.24,24,582.93,Yes,No,No,Not Applicable,Poor Customer Service,1,Basic,15,15,228,351.98,11,ditagunawan76732@yahoo.com,085727244066
13,F,LQYM49A,Village,28-11-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,6:53:31,5,84.05,10423.83,29,1044.81538,No,Yes,Yes,No Information Available,No reason specified,0,Enterprise,60,44,9063,1447.2,0,linarahayu72606@yahoo.com,08534579296
56,F,HFDQ728,Town,04-09-2016,Yes,CID11953,Without Offers,Desktop,Wi-Fi,20:17:36,19,69.22,14117.54,12,523.54,No,Yes,Yes,Solved in Follow-up,Poor Website,1,Basic,14,14,265,283.44,1,citradavis5604@yahoo.com,085762168546
64,F,2VRC6NG,City,29-09-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,0:50:05,14,32.16,67458.29,-13.64684955,764.62,Yes,No,Yes,Solved in Follow-up,User Friendly Website,0,Pro,36,28,2182,853.88,0,janenovita64662@gmail.com,0895392106
47,M,K7YIUTQ,Town,14-03-2015,Yes,CID28985,Gift Vouchers/Coupons,Both,Wi-Fi,5:39:14,20,692.73,18404.11,19,1072.745128,Yes,No,Yes,No Information Available,Poor Website,1,Basic,5,5,284,129.71,3,oliviarahayu274@gmail.com,0882273209687
46,F,F5T938Y,Town,02-08-2015,?,CID61716,Without Offers,Both,Mobile_Data,12:24:01,12,261.76,15786.32,Error,704.13,No,Yes,No,Not Applicable,Poor Product Quality,0,Enterprise,66,46,11185,1830.68,0,tarimiller88460@yahoo.com,08956098239
45,M,LU390BC,Town,04-04-2017,Yes,CID8218,Credit/Debit Card Offers,Smartphone,Mobile_Data,17:19:41,14,38.65,1225.14,9,700.07,Yes,No,Yes,Unsolved,Too many ads,0,Enterprise,39,29,12940,1039.98,1,arihernandez597@yahoo.com,0877985482
60,F,JIA5UDD,Town,10-12-2015,Yes,CID14887,Without Offers,Smartphone,Wi-Fi,13:12:57,16,182.16,43782.88,Error,761.49,No,Yes,Yes,Solved in Follow-up,User Friendly Website,0,Enterprise,28,25,10478,505.46,4,budimartin94182@yahoo.com,089537847297
19,F,7B5M8OC,Town,30-03-2016,Yes,CID60641,Without Offers,Smartphone,Fiber_Optic,21:43:53,20,31.98,14432.03,24,730.04,Yes,No,Yes,Solved,Poor Customer Service,0,Enterprise,24,23,9832,401.47,0,ekowahyudi19681@gmail.com,087789669783
21,F,AOHLG0V,Town,23-03-2017,No,xxxxxxxx,Credit/Debit Card Offers,?,Mobile_Data,11:57:54,12,283.79,38527.24,26,760.53,Yes,No,Yes,No Information Available,No reason specified,0,Pro,29,25,1691,513.23,8,gilangtaylor24771@yahoo.com,0881850124
60,M,66DEWYB,City,27-07-2015,?,CID1697,Credit/Debit Card Offers,Both,Mobile_Data,15:15:08,9,1185.91225,29872.64,8,744.29,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,0,Pro,27,21,1806,356.85,8,bambangsusanti83756@yahoo.com,0895346197460
32,M,XF40RRS,Town,11-11-2017,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,8:07:36,17,329.16,37811.56,27,757.14,No,Yes,Yes,Unsolved,Poor Website,0,Pro,27,24,2934,484.33,7,tarihidayat8819@gmail.com,08589821591
36,F,2V0SZHQ,Town,09-12-2017,Yes,CID43621,Gift Vouchers/Coupons,Both,Fiber_Optic,11:59:47,7,700.63,26571.36,13,738.84,Yes,Yes,No,Not Applicable,Products always in Stock,0,Enterprise,33,26,9657,538.25,0,linasari97190@gmail.com,0895442326
52,F,L5WC8WS,Town,24-08-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,5:10:18,3,166.57,45964.8,17,630.0,Yes,No,Yes,No Information Available,Too many ads,1,Basic,14,14,392,271.42,11,nandajackson4670@yahoo.com,0895802853
39,M,F91GV32,Town,29-12-2016,Yes,CID55829,Without Offers,Smartphone,Fiber_Optic,12:04:43,12,126.05,43632.02,16,594.51,Yes,No,No,Not Applicable,Poor Website,1,Basic,16,16,475,395.25,16,bambangpratama62986@gmail.com,0878443297203
